DatasetName,Loc ID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,SampleCollectionEquipmentName,CharacteristicName,ResultValue,ResultUnit
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,8/13/2023,Probe/Sensor,"Temperature, air",18.5,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,8/13/2023,Probe/Sensor,Dissolved oxygen (DO),12,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,7/20/2022,Probe/Sensor,"Temperature, water",26.1,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,7/22/2022,Probe/Sensor,"Temperature, water",24.9,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,7/20/2022,Secchi Disk,"Depth, Secchi disk depth",50,m
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/24/2024,,pH,7.2,None
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,8/8/2022,Test strip,"Alkalinity, total",90,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Probe/Sensor,Conductivity,117,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, air",20,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,7/18/2022,Probe/Sensor,Conductivity,97,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,19383,Bolkow Lake - Boat Launch:Bolkow Lake - Boat Launch - South Shore,48.1336076,-83.9440656,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,,pH,6.9,None
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Test strip,"Alkalinity, total",100,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Probe/Sensor,Dissolved oxygen (DO),7.5,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Secchi Disk,"Depth, Secchi disk depth",28,m
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,"Alkalinity, total",80,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,8/28/2022,Probe/Sensor,"Temperature, water",21.9,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Secchi Disk,Depth of water column,0.25,m
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,7/20/2022,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,Dissolved oxygen (DO),6,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,Conductivity,79,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Probe/Sensor,Conductivity,94,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Test strip,"Alkalinity, total",100,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,19383,Bolkow Lake - Boat Launch:Bolkow Lake - Boat Launch - South Shore,48.1336076,-83.9440656,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Probe/Sensor,Dissolved oxygen (DO),7,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, air",25,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Probe/Sensor,"Temperature, air",11,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,"Alkalinity, total",120,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,,pH,7.5,None
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,8/8/2022,Probe/Sensor,Dissolved oxygen (DO),8,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,"Alkalinity, total",80,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,7/21/2022,Probe/Sensor,Dissolved oxygen (DO),6.5,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,8/3/2022,Test strip,"Alkalinity, total",90,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,19383,Bolkow Lake - Boat Launch:Bolkow Lake - Boat Launch - South Shore,48.1336076,-83.9440656,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Probe/Sensor,Conductivity,40,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,8/28/2022,Probe/Sensor,"Temperature, air",20.5,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, air",20.2,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,Total hardness,0,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,7/31/2022,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,Total dissolved solids,49,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,"Temperature, water",17.5,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Probe/Sensor,Conductivity,95,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,Conductivity,67,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Test strip,"Alkalinity, total",95,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,7/31/2022,Test strip,"Alkalinity, total",90,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Test strip,"Alkalinity, total",90,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,8/28/2022,Probe/Sensor,Dissolved oxygen (DO),7.5,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, water",22.5,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, air",20.5,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Probe/Sensor,Dissolved oxygen (DO),6.5,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Test strip,"Alkalinity, total",90,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,Dissolved oxygen (DO),6,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,7/22/2022,Test strip,"Alkalinity, total",110,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,"Temperature, water",16.1,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,8/3/2022,Probe/Sensor,"Temperature, water",23.4,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,7/18/2022,,pH,7.9,None
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,"Temperature, air",17,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Probe/Sensor,"Temperature, water",22,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Secchi Disk,"Depth, Secchi disk depth",50,m
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,Total hardness,0,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,Conductivity,89,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,Total dissolved solids,40,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,7/31/2022,,pH,7.4,None
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Secchi Disk,"Depth, Secchi disk depth",45,m
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Secchi Disk,"Depth, Secchi disk depth",28,m
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,Dissolved oxygen (DO),8,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,19383,Bolkow Lake - Boat Launch:Bolkow Lake - Boat Launch - South Shore,48.1336076,-83.9440656,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Test strip,"Alkalinity, total",55,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Probe/Sensor,"Temperature, water",16.6,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,8/11/2022,Test strip,"Alkalinity, total",90,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,8/28/2022,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,7/22/2022,Probe/Sensor,Conductivity,90,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10850,Dog lake:IVC-WM-A,48.3125996,-84.0359051,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Secchi Disk,Depth of water column,0.25,m
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Test strip,"Alkalinity, total",100,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/10/2024,,pH,7.2,None
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, air",25,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,"Temperature, air",14,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/24/2024,Secchi Disk,Depth of water column,0.25,m
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/24/2024,Probe/Sensor,Conductivity,69,uS/cm
Missanabie Cree First Nation Community-led water quality monitoring,10846,Michipicoten River:Michipicoten River (MRM-WM-E),47.9222696,-84.8045415,River/Stream,Field Msr/Obs,Surface Water,9/10/2024,Probe/Sensor,"Temperature, water",18.8,deg C
Missanabie Cree First Nation Community-led water quality monitoring,10847,Hawk Lake:Hawk Lake boat launch (HL-WM-D),48.080144,-84.5518761,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Probe/Sensor,Dissolved oxygen (DO),8,mg/L
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,9/24/2024,Secchi Disk,Depth of water column,0.25,m
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,7/22/2022,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10848,Dog Lake:MartinVille (MV-WM-C,48.313915,-84.0620812,Lake/Pond,Field Msr/Obs,Surface Water,8/28/2022,Secchi Disk,"Depth, Secchi disk depth",32,m
Missanabie Cree First Nation Community-led water quality monitoring,19383,Bolkow Lake - Boat Launch:Bolkow Lake - Boat Launch - South Shore,48.1336076,-83.9440656,Lake/Pond,Field Msr/Obs,Surface Water,9/25/2024,Test strip,Chlorine,0,ppm
Missanabie Cree First Nation Community-led water quality monitoring,10849,Eskay Lake:Eskay lake boat launch (EL-WM—B),48.3337018,-84.0383211,Lake/Pond,Field Msr/Obs,Surface Water,7/28/2022,Probe/Sensor,"Temperature, air",21,deg C
